city_key,city,country,lat,lon,abs_lat,population,elevation_m,lat_zone,story_tag,season_aegypti,season_start_aegypti,season_end_aegypti,cumulative_aegypti,peak_score_aegypti,bimodal_flag_aegypti,suitability_tier_aegypti,season_albopictus,season_start_albopictus,season_end_albopictus,cumulative_albopictus,peak_score_albopictus,bimodal_flag_albopictus,suitability_tier_albopictus,species_divergence,summer_vpd,altitude_suppressed,tropical_hotspot,invasion_front,mediterranean_pattern,year_round_suitability,emerging_suitability_zone,temperate_albopictus_advantage
"Saint Petersburg, Russia",Saint Petersburg,Russia,59.9375,30.3086,59.9375,5597763,14.0,Temperate,Standard,0,,,0.252,0.186,False,Minimal,2,7.0,8.0,1.041,0.46,False,Marginal,2,0.449,False,False,False,False,False,False,False
"Jieyang, China",Jieyang,China,23.551,116.3727,23.551,5577814,6.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.8,0.997,True,Seasonal,8,4.0,11.0,5.944,0.93,True,Seasonal,0,0.729,False,False,False,True,False,True,False
"Dezhou, China",Dezhou,China,37.436,116.359,37.436,5568235,25.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.665,0.922,False,Seasonal,4,5.0,8.0,2.736,0.741,False,Seasonal,-1,1.145,False,False,False,False,False,True,False
"Nairobi, Kenya",Nairobi,Kenya,-1.2864,36.8172,1.2864,5545000,1667.0,Tropics,Year-Round Suitability,8,1.0,12.0,3.904,0.472,False,Seasonal,12,1.0,12.0,7.025,0.718,True,Extended,4,0.831,False,False,False,False,True,False,False
"Guadalajara, Mexico",Guadalajara,Mexico,20.6767,-103.3475,20.6767,5525000,1556.0,Tropics,Year-Round Suitability,8,3.0,10.0,4.483,0.614,False,Seasonal,12,1.0,12.0,6.386,0.812,False,Extended,4,0.871,False,False,False,False,True,False,False
"Tai’an, China",Tai’an,China,36.202,117.087,36.202,5472217,172.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.306,0.925,False,Seasonal,4,5.0,8.0,3.234,0.918,False,Seasonal,-1,0.861,False,False,False,False,False,True,False
"Dazhou, China",Dazhou,China,31.2093,107.4678,31.2093,5385422,297.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.358,0.955,False,Seasonal,4,5.0,8.0,3.51,0.986,False,Seasonal,-1,0.854,False,False,False,False,False,True,False
"Belo Horizonte, Brazil",Belo Horizonte,Brazil,-19.9281,-43.9419,19.9281,5328000,872.0,Tropics,Year-Round Suitability,9,1.0,12.0,5.472,0.635,False,Seasonal,12,1.0,12.0,7.816,0.857,True,Extended,3,0.637,False,False,False,False,True,False,False
"Suzhou, China",Suzhou,China,33.648,116.964,33.648,5324476,25.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.075,0.961,False,Seasonal,4,5.0,8.0,3.204,0.824,False,Seasonal,-1,0.891,False,False,False,False,False,True,False
"Monterrey, Mexico",Monterrey,Mexico,25.6844,-100.3181,25.6844,5324281,545.0,Subtropics,Mediterranean Pattern,8,3.0,10.0,5.664,0.846,True,Seasonal,6,4.0,9.0,4.328,0.842,True,Seasonal,-2,1.52,False,False,False,True,False,True,False
"Yongzhou, China",Yongzhou,China,26.42,111.613,26.42,5289824,104.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.65,0.967,True,Seasonal,5,4.0,8.0,3.832,0.921,True,Seasonal,-2,1.132,False,False,False,True,False,True,False
"Changde, China",Changde,China,29.031,111.699,29.031,5279102,38.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.65,0.933,True,Seasonal,5,4.0,8.0,3.564,0.869,True,Seasonal,-1,0.875,False,False,False,True,False,True,False
"Xiangyang, China",Xiangyang,China,32.01,112.122,32.01,5260951,68.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.446,0.989,False,Seasonal,4,5.0,8.0,3.415,0.888,True,Seasonal,-1,0.869,False,False,False,True,False,True,False
"Atlanta, United States",Atlanta,United States,33.7628,-84.422,33.7628,5211164,297.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.08,0.922,False,Seasonal,4,5.0,8.0,3.516,0.979,False,Seasonal,-1,1.001,False,False,False,False,False,True,False
"Pudong, China",Pudong,China,31.2347,121.5064,31.2347,5187200,10.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.217,0.897,False,Seasonal,4,5.0,8.0,3.269,0.981,False,Seasonal,-2,0.707,False,False,False,False,False,True,False
"Washington, United States",Washington,United States,38.9047,-77.0163,38.9047,5146120,24.0,Subtropics,Mediterranean Pattern,4,6.0,9.0,3.046,0.799,False,Seasonal,4,5.0,8.0,2.91,0.893,True,Seasonal,0,1.121,False,False,False,True,False,True,False
"Zhaotong, China",Zhaotong,China,27.338,103.717,27.338,5092611,1935.0,Subtropics,Emerging Suitability,2,7.0,8.0,1.2,0.383,False,Marginal,4,5.0,8.0,2.361,0.638,False,Seasonal,2,0.514,False,False,False,False,False,True,False
"Zhangzhou, China",Zhangzhou,China,24.513,117.647,24.513,5054328,20.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.358,0.987,True,Seasonal,7,4.0,10.0,5.362,0.982,True,Seasonal,-1,0.78,False,False,False,True,False,True,False
"Yueyang, China",Yueyang,China,29.3647,113.1309,29.3647,5051922,34.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.623,0.928,True,Seasonal,5,4.0,8.0,3.506,0.873,True,Seasonal,-1,0.909,False,False,False,True,False,True,False
"Melbourne, Australia",Melbourne,Australia,-37.8142,144.9631,37.8142,5031195,27.0,Subtropics,Emerging Suitability,2,1.0,2.0,1.341,0.389,False,Marginal,4,1.0,12.0,1.966,0.643,False,Seasonal,2,0.83,False,False,False,False,False,True,False
"Yichun, China",Yichun,China,27.816,114.417,27.816,5007702,105.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.738,0.928,True,Seasonal,5,4.0,8.0,3.852,0.899,True,Seasonal,-1,0.817,False,False,False,True,False,True,False
"Abidjan, Côte d’Ivoire",Abidjan,Côte d’Ivoire,5.3364,-4.0267,5.3364,4980000,41.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.886,0.994,False,Extended,12,1.0,12.0,10.534,0.99,False,Extended,0,0.42,False,True,False,False,True,False,False
"Guilin, China",Guilin,China,25.275,110.296,25.275,4931137,148.0,Subtropics,Emerging Suitability,7,4.0,10.0,5.482,0.958,True,Seasonal,6,4.0,9.0,4.692,0.958,False,Seasonal,-1,0.821,False,False,False,False,False,True,False
"Pingdingshan, China",Pingdingshan,China,33.7666,113.1926,33.7666,4904701,124.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.027,0.939,False,Seasonal,4,5.0,8.0,3.071,0.768,False,Seasonal,-1,1.058,False,False,False,False,False,True,False
"Alexandria, Egypt",Alexandria,Egypt,31.1975,29.8925,31.1975,4870000,8.0,Subtropics,Emerging Suitability,7,5.0,11.0,5.674,0.967,False,Seasonal,4,5.0,8.0,3.728,0.969,False,Seasonal,-3,0.782,False,False,False,False,False,True,False
"Bozhou, China",Bozhou,China,33.8463,115.7786,33.8463,4850657,37.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.111,0.961,False,Seasonal,4,5.0,8.0,3.151,0.796,False,Seasonal,-1,0.948,False,False,False,False,False,True,False
"Sydney, Australia",Sydney,Australia,-33.8667,151.2,33.8667,4840600,3.0,Subtropics,Emerging Suitability,6,1.0,12.0,3.293,0.602,False,Seasonal,4,1.0,12.0,3.013,0.834,False,Seasonal,-2,0.658,False,False,False,False,False,True,False
"Barcelona, Spain",Barcelona,Spain,41.3833,2.1833,41.3833,4800000,19.0,Temperate,Invasion Front,4,6.0,9.0,2.699,0.727,False,Seasonal,4,5.0,8.0,2.812,0.92,False,Seasonal,0,0.689,False,False,True,False,False,False,False
"Yuncheng, China",Yuncheng,China,35.0267,111.007,35.0267,4774508,369.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.334,0.873,False,Seasonal,4,5.0,8.0,2.767,0.759,False,Seasonal,-1,1.319,False,False,False,False,False,True,False
"Cape Town, South Africa",Cape Town,South Africa,-33.9253,18.4239,33.9253,4770313,21.0,Subtropics,Emerging Suitability,4,1.0,12.0,1.926,0.414,False,Seasonal,4,1.0,12.0,2.365,0.655,False,Seasonal,0,0.566,False,False,False,False,False,True,False
"Changsha, China",Changsha,China,28.228,112.939,28.228,4766296,68.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.621,0.951,True,Seasonal,5,4.0,8.0,3.528,0.893,True,Seasonal,-1,1.01,False,False,False,True,False,True,False
"Suqian, China",Suqian,China,33.963,118.275,33.963,4719178,26.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.036,0.97,False,Seasonal,4,5.0,8.0,3.281,0.958,False,Seasonal,-1,0.776,False,False,False,False,False,True,False
"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,21.5428,39.1728,21.5428,4697000,16.0,Tropics,Tropical Hotspot,11,1.0,12.0,6.656,0.813,True,Extended,8,1.0,12.0,5.044,0.63,False,Seasonal,-3,1.995,False,True,False,False,False,False,False
"Weinan, China",Weinan,China,34.5206,109.471,34.5206,4688744,348.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.248,0.84,False,Seasonal,4,5.0,8.0,2.455,0.66,False,Seasonal,-1,1.502,False,False,False,False,False,True,False
"Berlin, Germany",Berlin,Germany,52.52,13.405,52.52,4679500,45.0,Temperate,Standard,2,7.0,8.0,0.919,0.372,False,Marginal,3,6.0,8.0,1.934,0.628,False,Marginal,1,0.751,False,False,False,False,False,False,False
"Chenzhou, China",Chenzhou,China,25.77,113.016,25.77,4667134,190.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.752,0.936,True,Seasonal,6,4.0,9.0,4.235,0.891,True,Seasonal,-1,0.993,False,False,False,True,False,True,False
"Jiangmen, China",Jiangmen,China,22.5789,113.0815,22.5789,4630300,8.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.099,0.96,True,Extended,9,3.0,11.0,6.394,0.874,True,Extended,0,0.768,False,True,False,False,False,False,False
"Mianyang, China",Mianyang,China,31.468,104.679,31.468,4613862,470.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.464,0.973,False,Seasonal,4,5.0,8.0,3.64,0.902,False,Seasonal,-2,0.939,False,False,False,False,False,True,False
"Jiujiang, China",Jiujiang,China,29.661,115.954,29.661,4600276,59.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.59,0.914,True,Seasonal,5,4.0,8.0,3.473,0.886,True,Seasonal,-1,0.806,False,False,False,True,False,True,False
"Huaihua, China",Huaihua,China,27.5698,110.0016,27.5698,4587594,239.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.51,0.974,False,Seasonal,5,4.0,8.0,3.895,0.953,True,Seasonal,0,0.834,False,False,False,True,False,True,False
"Huanglongsi, China",Huanglongsi,China,34.795,114.345,34.795,4564900,77.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.967,0.946,False,Seasonal,4,5.0,8.0,2.91,0.745,False,Seasonal,-1,1.114,False,False,False,False,False,True,False
"Taizhou, China",Taizhou,China,32.4567,119.9229,32.4567,4512762,9.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.099,0.978,False,Seasonal,4,5.0,8.0,3.324,0.997,False,Seasonal,-1,0.748,False,False,False,False,False,True,False
"Belāhi, India",Belāhi,India,26.4,86.25,26.4,4487379,62.0,Subtropics,Emerging Suitability,9,2.0,11.0,6.654,0.929,False,Extended,4,5.0,8.0,3.279,0.657,False,Seasonal,-5,0.844,False,False,False,False,False,True,False
"Yibin, China",Yibin,China,28.752,104.643,28.752,4471896,322.0,Subtropics,Emerging Suitability,7,4.0,10.0,4.844,0.965,False,Seasonal,5,4.0,8.0,3.942,0.928,False,Seasonal,-2,0.893,False,False,False,False,False,True,False
"Ji’an, China",Ji’an,China,27.0912,114.9668,27.0912,4469176,49.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.873,0.96,True,Seasonal,5,4.0,8.0,3.674,0.998,True,Seasonal,-2,1.155,False,False,False,True,False,True,False
"Yangzhou, China",Yangzhou,China,32.3944,119.4128,32.3944,4459760,17.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.156,0.97,False,Seasonal,4,5.0,8.0,3.317,0.987,False,Seasonal,-1,0.765,False,False,False,False,False,True,False
"Kunming, China",Kunming,China,25.0464,102.7094,25.0464,4422686,1907.0,Subtropics,Emerging Suitability,4,5.0,8.0,2.251,0.447,False,Seasonal,5,4.0,8.0,3.632,0.695,False,Seasonal,1,0.522,False,False,False,False,False,True,False
"Changchun, China",Changchun,China,43.897,125.326,43.897,4408154,214.0,Temperate,Invasion Front,3,6.0,8.0,2.148,0.754,False,Marginal,4,5.0,8.0,2.927,0.972,False,Seasonal,1,0.856,False,False,True,False,False,False,True
"Lu’an, China",Lu’an,China,31.736,116.52,31.736,4393699,82.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.343,0.964,False,Seasonal,4,5.0,8.0,3.374,0.931,True,Seasonal,-1,0.826,False,False,False,True,False,True,False
"Xinpu, China",Xinpu,China,34.5966,119.2214,34.5966,4393482,4.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.891,0.999,False,Seasonal,4,5.0,8.0,3.292,0.997,False,Seasonal,-1,0.774,False,False,False,False,False,True,False
"Langfang, China",Langfang,China,39.5383,116.6835,39.5383,4358839,18.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.408,0.923,False,Seasonal,4,5.0,8.0,2.465,0.69,False,Seasonal,-1,1.27,False,False,False,False,False,True,False
"Boston, United States",Boston,United States,42.3188,-71.0852,42.3188,4355184,26.0,Temperate,Standard,3,6.0,8.0,1.749,0.612,False,Marginal,3,6.0,8.0,2.319,0.844,False,Marginal,0,0.703,False,False,False,False,False,False,False
"Ürümqi, China",Ürümqi,China,43.8225,87.6125,43.8225,4335017,836.0,Temperate,Invasion Front,3,6.0,8.0,1.351,0.456,False,Marginal,4,5.0,8.0,2.083,0.619,False,Seasonal,1,1.474,False,False,True,False,False,False,True
"Guigang, China",Guigang,China,23.112,109.599,23.112,4316262,44.0,Tropics,Standard,8,4.0,11.0,6.677,0.986,True,Seasonal,8,4.0,11.0,5.94,0.874,True,Seasonal,0,0.742,False,False,False,False,False,False,False
"Shantou, China",Shantou,China,23.354,116.682,23.354,4312192,3.0,Tropics,Standard,8,4.0,11.0,6.808,0.99,True,Seasonal,8,4.0,11.0,6.222,0.996,True,Seasonal,0,0.478,False,False,False,False,False,False,False
"Jiangguanchi, China",Jiangguanchi,China,34.037,113.852,34.037,4307488,73.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.993,0.942,False,Seasonal,4,5.0,8.0,2.987,0.76,False,Seasonal,-1,1.09,False,False,False,False,False,True,False
"Kabul, Afghanistan",Kabul,Afghanistan,34.5253,69.1783,34.5253,4273156,1803.0,Subtropics,Mediterranean Pattern,3,6.0,8.0,1.265,0.345,False,Marginal,4,5.0,8.0,1.711,0.475,True,Seasonal,1,1.795,False,False,False,True,False,True,False
"Xiaoganzhan, China",Xiaoganzhan,China,30.918,113.957,30.918,4270371,24.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.502,0.933,True,Seasonal,4,5.0,8.0,3.425,0.902,True,Seasonal,-1,0.818,False,False,False,True,False,True,False
"Bamako, Mali",Bamako,Mali,12.6458,-7.9922,12.6458,4227569,329.0,Tropics,Standard,7,6.0,12.0,5.454,0.94,False,Seasonal,8,1.0,12.0,5.163,0.922,False,Seasonal,1,0.892,False,False,False,False,False,False,False
"Kano, Nigeria",Kano,Nigeria,12.0,8.5167,12.0,4224966,483.0,Tropics,Standard,7,6.0,12.0,5.494,0.937,False,Seasonal,9,1.0,12.0,5.555,0.929,False,Extended,2,0.966,False,False,False,False,False,False,False
"Luzhou, China",Luzhou,China,28.871,105.442,28.871,4218427,263.0,Subtropics,Emerging Suitability,7,4.0,10.0,4.726,0.917,False,Seasonal,5,4.0,8.0,3.838,0.945,False,Seasonal,-2,0.902,False,False,False,False,False,True,False
"Hefei, China",Hefei,China,31.8206,117.2273,31.8206,4216940,38.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.411,0.922,True,Seasonal,4,5.0,8.0,3.321,0.914,True,Seasonal,-1,0.874,False,False,False,True,False,True,False
"Hengshui, China",Hengshui,China,37.739,115.669,37.739,4212933,23.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.647,0.93,False,Seasonal,4,5.0,8.0,2.625,0.705,False,Seasonal,-1,1.2,False,False,False,False,False,True,False
"Fortaleza, Brazil",Fortaleza,Brazil,-3.7275,-38.5275,3.7275,4167996,33.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.698,0.996,True,Extended,12,1.0,12.0,9.885,0.861,False,Extended,0,0.744,False,True,False,False,True,False,False
"Anqing, China",Anqing,China,30.5318,117.1153,30.5318,4165284,12.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.565,0.914,True,Seasonal,4,5.0,8.0,3.385,0.885,True,Seasonal,-2,0.827,False,False,False,True,False,True,False
"Zhangjiakou, China",Zhangjiakou,China,40.769,114.886,40.769,4118908,718.0,Temperate,Invasion Front,3,6.0,8.0,1.757,0.624,False,Marginal,4,5.0,8.0,2.379,0.835,False,Seasonal,1,1.155,False,False,True,False,False,False,True
"Zhaoqing, China",Zhaoqing,China,23.05,112.4667,23.05,4113594,18.0,Tropics,Standard,8,4.0,11.0,6.825,0.988,True,Seasonal,9,3.0,11.0,6.092,0.881,True,Extended,1,0.753,False,False,False,False,False,False,False
"Shijiazhuang, China",Shijiazhuang,China,38.0425,114.51,38.0425,4098243,79.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.441,0.896,False,Seasonal,4,5.0,8.0,2.541,0.694,False,Seasonal,-1,1.248,False,False,False,False,False,True,False
"Ningbo, China",Ningbo,China,29.8603,121.6245,29.8603,4087523,7.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.337,0.907,False,Seasonal,4,5.0,8.0,3.438,0.991,True,Seasonal,-2,0.735,False,False,False,True,False,True,False
"Qiqihar, China",Qiqihar,China,47.3549,123.9182,47.3549,4067489,148.0,Temperate,Invasion Front,3,6.0,8.0,1.864,0.734,False,Marginal,4,5.0,8.0,2.804,0.954,False,Seasonal,1,0.924,False,False,True,False,False,False,True
"Phoenix, United States",Phoenix,United States,33.5722,-112.0892,33.5722,4065338,381.0,Subtropics,Standard,1,10.0,10.0,0.895,0.31,False,Marginal,0,,,0.098,0.089,False,Minimal,-1,4.059,False,False,False,False,False,False,False
"Liuzhou, China",Liuzhou,China,24.3278,109.4278,24.3278,4041700,94.0,Subtropics,Emerging Suitability,8,4.0,11.0,6.127,0.924,True,Seasonal,7,4.0,10.0,5.042,0.903,False,Seasonal,-1,0.881,False,False,False,False,False,True,False
"Chifeng, China",Chifeng,China,42.255,118.8825,42.255,4035967,584.0,Temperate,Invasion Front,3,6.0,8.0,2.039,0.675,False,Marginal,4,5.0,8.0,2.584,0.865,False,Seasonal,1,1.252,False,False,True,False,False,False,True
"Xiaoxita, China",Xiaoxita,China,30.692,111.287,30.692,4017607,59.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.306,0.982,False,Seasonal,4,5.0,8.0,3.6,0.966,True,Seasonal,-1,0.753,False,False,False,True,False,True,False
"Amman, Jordan",Amman,Jordan,31.9497,35.9328,31.9497,4007526,804.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,3.1,0.577,False,Seasonal,4,5.0,8.0,2.347,0.604,True,Seasonal,-2,1.812,False,False,False,True,False,True,False
"Linfen, China",Linfen,China,36.088,111.519,36.088,3976481,452.0,Subtropics,Emerging Suitability,4,5.0,8.0,2.701,0.811,False,Seasonal,4,5.0,8.0,2.997,0.916,False,Seasonal,0,1.115,False,False,False,False,False,True,False
"Xianyang, China",Xianyang,China,34.3299,108.7088,34.3299,3959842,383.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,3.516,0.879,False,Seasonal,4,5.0,8.0,2.987,0.761,True,Seasonal,-1,1.234,False,False,False,True,False,True,False
"Chuzhou, China",Chuzhou,China,32.256,118.333,32.256,3937868,32.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.192,0.976,False,Seasonal,4,5.0,8.0,3.349,0.974,False,Seasonal,-1,0.77,False,False,False,False,False,True,False
"Kumasi, Ghana",Kumasi,Ghana,6.7,-1.625,6.7,3903480,269.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.332,0.978,False,Extended,12,1.0,12.0,10.066,0.992,False,Extended,0,0.55,False,True,False,False,True,False,False
"Zhuzhou, China",Zhuzhou,China,27.829,113.133,27.829,3902738,46.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.652,0.974,True,Seasonal,5,4.0,8.0,3.533,0.916,True,Seasonal,-2,1.079,False,False,False,True,False,True,False
"Taiyuan, China",Taiyuan,China,37.8704,112.5497,37.8704,3875053,790.0,Subtropics,Emerging Suitability,3,6.0,8.0,2.261,0.715,False,Marginal,4,5.0,8.0,2.714,0.923,False,Seasonal,1,1.135,False,False,False,False,False,True,False
"Qingyuan, China",Qingyuan,China,23.682,113.056,23.682,3874000,14.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.417,0.978,True,Seasonal,7,4.0,10.0,5.655,0.938,True,Seasonal,-1,0.705,False,False,False,True,False,True,False
"Meizhou, China",Meizhou,China,24.289,116.122,24.289,3873239,88.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.397,1.0,True,Seasonal,7,4.0,10.0,5.453,0.974,True,Seasonal,-1,0.838,False,False,False,True,False,True,False
"Yiyang, China",Yiyang,China,28.5549,112.356,28.5549,3851564,75.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.596,0.924,True,Seasonal,5,4.0,8.0,3.616,0.877,True,Seasonal,-1,0.882,False,False,False,True,False,True,False
"Nanning, China",Nanning,China,22.8167,108.3275,22.8167,3837978,86.0,Tropics,Standard,8,4.0,11.0,6.798,0.999,True,Seasonal,9,3.0,11.0,6.12,0.858,True,Extended,1,0.722,False,False,False,False,False,False,False
"Harbin, China",Harbin,China,45.7576,126.6409,45.7576,3830000,152.0,Temperate,Invasion Front,3,6.0,8.0,1.846,0.702,False,Marginal,4,5.0,8.0,2.778,0.924,False,Seasonal,1,0.778,False,False,True,False,False,False,True
"Loudi, China",Loudi,China,27.6998,111.9944,27.6998,3826996,106.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.518,0.903,True,Seasonal,5,4.0,8.0,3.716,0.895,True,Seasonal,-1,0.945,False,False,False,True,False,True,False
"Abuja, Nigeria",Abuja,Nigeria,9.0667,7.4833,9.0667,3770000,484.0,Tropics,Tropical Hotspot,9,4.0,12.0,7.058,0.988,False,Extended,8,4.0,11.0,7.325,0.988,False,Seasonal,-1,0.47,False,True,False,False,False,False,False
"Yokohama, Japan",Yokohama,Japan,35.4442,139.6381,35.4442,3757630,21.0,Subtropics,Emerging Suitability,5,6.0,10.0,3.692,0.964,False,Seasonal,4,5.0,8.0,3.038,0.947,False,Seasonal,-1,0.571,False,False,False,False,False,True,False
"Suihua, China",Suihua,China,46.654,126.969,46.654,3756167,175.0,Temperate,Standard,3,6.0,8.0,1.573,0.644,False,Marginal,3,6.0,8.0,2.558,0.873,False,Marginal,0,0.704,False,False,False,False,False,False,False
"Binzhou, China",Binzhou,China,37.383,117.971,37.383,3748474,11.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.578,0.938,False,Seasonal,4,5.0,8.0,2.836,0.756,False,Seasonal,-1,1.1,False,False,False,False,False,True,False
"Zaozhuang, China",Zaozhuang,China,34.8109,117.3238,34.8109,3729140,99.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.957,0.981,False,Seasonal,4,5.0,8.0,3.216,0.883,False,Seasonal,-1,0.85,False,False,False,False,False,True,False
